y_cov,rtg,date,n,rho_level_y,rho_level_self,rho_resy_y,rho_resy_self,rho_resself_y,rho_resself_self,slope_y,log_slope_y,slope_self,log_slope_self
coupon,AAA,200307,24,0.05790166018017518,0.9017391304347826,-0.3382675936841813,0.7399999999999999,-0.3369615411989142,0.21391304347826084,0.10751917905576652,0.10503675593875296,0.819011314160513,0.5009897608627669
coupon,AAA,200308,24,0.14453647503622677,0.7556521739130433,-0.3526341710221195,0.6356521739130434,-0.008707016568447395,-0.2026086956521739,0.10751917905576652,0.10503675593875296,0.819011314160513,0.5009897608627669
coupon,AAA,200309,26,0.17799088590197185,0.8119658119658119,-0.06332368056127845,0.7094017094017094,0.14273499888677357,0.3374358974358974,0.05889125749708128,0.27942599790619704,0.7176881768770093,-0.7103484564728783
coupon,AAA,200310,26,0.2971078633902145,0.8543589743589743,0.03285985585882557,0.84,0.3734385702289448,0.28957264957264955,0.05889125749708128,0.27942599790619704,0.7176881768770093,-0.7103484564728783
coupon,AAA,200311,25,0.3909111966640969,0.6900000000000001,0.2149048746192769,0.5346153846153846,0.16252662560812697,0.10999999999999999,0.05889125749708128,0.27942599790619704,0.7176881768770093,-0.7103484564728783
coupon,AAA,200312,25,0.2876952353774191,0.763076923076923,0.046986370436472726,0.5930769230769232,-0.09820921689590612,-0.014615384615384615,0.05889125749708128,0.27942599790619704,0.7176881768770093,-0.7103484564728783
coupon,AAA,200401,27,0.12964396867808015,0.6776556776556776,-0.30117761591487957,0.5024420024420024,-0.3672226565622034,-0.12271062271062269,0.05889125749708128,0.27942599790619704,0.7176881768770093,-0.7103484564728783
coupon,AAA,200402,28,0.29409379722573004,0.7706622879036672,-0.04001649058243857,0.675424192665572,0.2705224397593621,0.5429666119321293,0.06290501077121115,0.15640150489587074,0.6137620230519347,-0.6117887865797779
coupon,AAA,200403,29,0.3924038633205242,0.569950738916256,0.15834272800237367,0.5472906403940886,0.0776915254217254,0.09802955665024629,0.06290501077121115,0.15640150489587074,0.6137620230519347,-0.6117887865797779
coupon,AAA,200404,27,0.31458306394610674,0.8888888888888888,0.05380623834257997,0.818070818070818,0.24701954875457166,0.7026862026862026,0.06290501077121115,0.15640150489587074,0.6137620230519347,-0.6117887865797779
