y_cov,rtg,date,n,rho_level_y,rho_level_self,rho_resy_y,rho_resy_self,rho_resself_y,rho_resself_self,slope_y,log_slope_y,slope_self,log_slope_self
duration,AAA,200307,24,0.9556521739130434,0.9956521739130434,0.34521739130434775,0.5321739130434783,0.8017391304347825,0.7321739130434782,0.5796589278108109,-0.0039972535275651176,0.9728948716493632,0.041259672163348624
duration,AAA,200308,24,0.9426086956521739,0.9782608695652173,0.04434782608695652,0.13043478260869562,0.09043478260869564,0.05652173913043478,0.5796589278108109,-0.0039972535275651176,0.9728948716493632,0.041259672163348624
duration,AAA,200309,26,0.9705982905982906,0.9897435897435896,-0.05162393162393161,0.10905982905982906,0.35999999999999993,0.28820512820512817,0.588396899434621,-0.0008720586376427581,1.0035448427030595,0.018680415698919435
duration,AAA,200310,26,0.9439316239316239,0.9856410256410256,0.0947008547008547,0.24102564102564097,0.048888888888888885,0.05299145299145299,0.5268337905894332,0.03734620319302211,0.9947854857029741,0.03276344802921201
duration,AAA,200311,25,0.8823076923076922,0.9415384615384615,-0.27615384615384614,-0.13,-0.2407692307692308,-0.25461538461538463,0.5268337905894332,0.03734620319302211,0.9947854857029741,0.03276344802921201
duration,AAA,200312,25,0.93,0.9607692307692307,-0.20461538461538462,0.10999999999999999,0.4153846153846154,0.25230769230769234,0.5268337905894332,0.03734620319302211,0.9947854857029741,0.03276344802921201
duration,AAA,200401,27,0.9662647036711045,0.9800030643868073,-0.06776556776556776,0.14407814407814404,0.315018315018315,0.12576312576312576,0.5233317933651985,0.06047076434098308,1.0086514317000455,0.04163047944273011
duration,AAA,200402,28,0.9742747673782157,0.9859039369731732,-0.06403940886699507,0.04324620267677995,0.08155446086480568,0.08621869521003599,0.5177058828608436,0.07191944910214365,1.0217012537622108,0.05118780868209769
duration,AAA,200403,29,0.7527093596059112,0.7866995073891624,-0.4266009852216748,-0.28866995073891616,-0.560591133004926,-0.6275862068965515,0.5177058828608436,0.07191944910214365,1.0217012537622108,0.05118780868209769
duration,AAA,200404,27,0.918192918192918,0.9615384615384616,-0.3925518925518926,-0.20695970695970692,0.018315018315018316,-0.0586080586080586,0.5177058828608436,0.07191944910214365,1.0217012537622108,0.05118780868209769
